 H795   35.91290 -120.62942 565.0000
 H800   35.91133 -120.63142 544.0000
 HR01   36.04747 -120.46977 423.0000
 HR02   36.04580 -120.47163 476.0000
 HR03   36.04415 -120.47352 526.0000
 HR04   36.04248 -120.47540 555.0000
 HR05   36.04082 -120.47727 559.0000
 HR06   36.03915 -120.47913 608.0000
 HR07   36.03750 -120.48100 629.0000
 HR08   36.03583 -120.48288 675.0000
 HR09   36.03417 -120.48475 701.0000
 HR10   36.03252 -120.48662 744.0000
 HR11   36.03085 -120.48850 797.0000
 HR12   36.02917 -120.49035 858.0000
 HR13   36.02752 -120.49225 873.0000
 HR14   36.02592 -120.49410 902.0000
 HR15   36.02418 -120.49597 961.0000
 HR16   36.02253 -120.49783 991.0000
 HR17   36.02087 -120.49970 1073.0000
 HR18   36.01920 -120.50152 1045.0000
 HR19   36.01753 -120.50342 1011.0000
 HR20   36.00422 -120.51840 992.0000
 HR21   36.00257 -120.52030 958.0000
 HR22   36.00090 -120.52217 934.0000
 HR23   35.99923 -120.52405 897.0000
 HR24   35.99758 -120.52590 873.0000
 HR25   35.99592 -120.52777 849.0000
 HR26   35.99425 -120.52965 800.0000
 HR27   35.99260 -120.53152 763.0000
 HR28   35.99092 -120.53338 760.0000
 HR29   35.98925 -120.53527 675.0000
 HR30   35.98762 -120.53712 686.0000
 HR31   35.98593 -120.53900 735.0000
 HR32   35.98427 -120.54087 766.0000
 HR33   35.98262 -120.54273 717.0000
 HR34   35.98095 -120.54462 695.0000
 HR35   35.97928 -120.54647 670.0000
 HR36   35.97763 -120.54833 670.0000
 HR37   35.97597 -120.55022 662.0000
 HR38   35.97425 -120.55208 658.0000
 HR39   35.97272 -120.55407 652.0000
 HR40   35.97113 -120.55607 646.0000
 HR41   35.96958 -120.55805 658.0000
 HR42   35.96803 -120.55998 678.0000
 HR43   35.96643 -120.56200 706.0000
 HR44   35.96487 -120.56398 686.0000
 HR45   35.96327 -120.56597 712.0000
 HR46   35.96170 -120.56795 719.0000
 HR47   35.96010 -120.56995 745.0000
 HR48   35.95857 -120.57192 736.0000
 HR49   35.95698 -120.57392 719.0000
 HR50   35.95542 -120.57590 728.0000
 HR51   35.95383 -120.57788 742.0000
 HR52   35.95227 -120.57985 757.0000
 HR53   35.95068 -120.58182 730.0000
 HR54   35.94910 -120.58385 734.0000
 HR55   35.94753 -120.58582 703.0000
 HR56   35.94598 -120.58778 677.0000
 HR57   35.94438 -120.58977 670.0000
 HR58   35.94278 -120.59178 672.0000
 HR59   35.94125 -120.59373 657.0000
 HR60   35.93967 -120.59572 579.0000
 HR61   35.93807 -120.59767 535.0000
 HR62   35.93653 -120.59965 580.0000
 HR63   35.93497 -120.60167 591.0000
 HR64   35.93338 -120.60363 562.0000
 HR65   35.93182 -120.60560 578.0000
 HR66   35.93023 -120.60760 615.0000
 PL11   35.97425 -120.55210 667.0000
 PL21   35.97425 -120.55210 -1100.0000
 PL41   35.97425 -120.55210 -1172.0000
 PL31   35.97425 -120.55210 -1252.0000
 K001   35.96850 -120.56900 696.0000
 K017   35.96883 -120.56833 694.0000
 K033   35.96917 -120.56767 692.0000
 K049   35.96950 -120.56700 690.0000
 K065   35.96983 -120.56633 689.0000
 K081   35.97000 -120.56550 687.0000
 K097   35.97017 -120.56450 685.0000
 K113   35.97067 -120.56367 683.0000
 K129   35.97100 -120.56300 681.0000
 K145   35.97133 -120.56217 680.0000
 K161   35.97167 -120.56133 678.0000
 K177   35.97200 -120.56067 677.0000
 K193   35.97233 -120.55983 677.0000
 K209   35.97283 -120.55917 677.0000
 K225   35.97300 -120.55833 685.0000
 K241   35.97350 -120.55767 678.0000
 K257   35.97383 -120.55683 682.0000
 K273   35.97433 -120.55617 682.0000
 K289   35.97467 -120.55550 686.0000
 K305   35.97500 -120.55467 689.0000
 K321   35.97533 -120.55400 694.0000
 K337   35.97583 -120.55333 696.0000
 K353   35.97600 -120.55250 707.0000
 K369   35.97633 -120.55183 703.0000
 K385   35.97683 -120.55083 693.0000
 K401   35.97700 -120.54983 694.0000
 K417   35.97750 -120.54917 690.0000
 K433   35.97783 -120.54850 691.0000
 K449   35.97817 -120.54767 692.0000
 K465   35.97850 -120.54683 690.0000
 K481   35.97883 -120.54617 692.0000
 K497   35.97918 -120.54530 695.0000
 K513   35.97952 -120.54463 696.0000
 K529   35.97985 -120.54380 701.0000
 K545   35.98035 -120.54313 704.0000
 K561   35.98070 -120.54230 714.0000
 K577   35.98102 -120.54147 712.0000
 K593   35.98135 -120.54080 713.0000
 K609   35.98168 -120.54013 722.0000
 K625   35.98218 -120.53930 745.0000
