8000035 31.91800 103.55100 0.00000
8000072 30.96400 103.44400 20.00000
8000110 30.05100 102.89500 37.00000
8000115 32.14000 104.06500 0.00000
8000314 29.25300 102.20600 0.00000
8000454 32.49500 105.17500 27.00000
8000582 29.44500 103.07100 10.00000
8000687 32.13100 104.53500 25.00000
8000737 30.67100 103.31000 21.00000
8000744 31.79700 104.93900 28.00000
8000785 31.94000 104.57500 24.00000
8000799 31.74600 104.95400 29.00000
8000800 29.45200 103.07100 0.00000
8000819 32.42000 104.84400 24.00000
8001068 32.46500 105.12500 25.00000
8001110 30.87900 103.12300 22.00000
8001130 30.48000 104.85800 35.00000
8001142 30.49000 104.85600 32.00000
8001280 29.35000 104.96000 24.00000
8001296 29.38100 104.86000 21.00000
8001332 29.49100 103.75700 24.00000
8001345 32.09700 104.64400 25.00000
8001428 31.68400 103.85000 28.00000
8001438 32.02600 104.98900 40.00000
8001523 29.22600 102.26100 17.00000
8001711 32.47100 105.26100 25.00000
8001897 32.14500 104.48700 25.00000
8001936 31.69400 104.08300 25.00000
8001954 31.93600 101.94200 12.00000
8001996 31.60500 104.00200 25.00000
8002003 31.54600 103.94600 30.00000
8002013 29.59400 102.95800 11.00000
8002031 30.73200 104.88700 29.00000
8002113 30.51100 104.84600 37.00000
8002129 29.01400 103.62800 0.00000
8002143 31.26600 104.32400 18.00000
8002160 30.37500 101.59000 0.00000
8002190 29.11100 103.50200 5.00000
8002212 31.10600 103.49000 26.00000
8002283 32.21600 104.67300 25.00000
8002415 31.21600 103.91200 25.00000
8002444 31.22400 103.90000 21.00000
8002449 31.47400 104.18900 20.00000
8002461 29.41600 103.41400 0.00000
8002513 31.66000 104.16000 15.00000
8002619 31.13600 104.02200 16.00000
8002624 31.44700 103.65500 14.00000
8002680 31.29600 103.18100 22.00000
8002713 29.94400 103.50600 27.00000
8002719 31.81100 104.85800 20.00000
8002811 32.47000 105.37000 10.00000
8002855 29.21000 102.19700 8.00000
8002902 31.25600 103.48900 14.00000
8003389 32.14300 101.26100 0.00000
8003462 29.61800 103.30700 21.00000
8003602 29.33400 104.87000 21.00000
8003626 30.54000 104.42800 31.00000
8003736 32.21600 104.30800 14.00000
8003740 31.10600 103.43300 31.00000
8003763 31.90000 104.40000 15.00000
8003764 31.89500 104.25700 28.00000
8003767 31.40300 103.82600 26.00000
8003774 31.34700 104.08000 25.00000
8003862 30.79200 102.83400 0.00000
8003903 32.26800 104.76600 23.00000
8003968 32.10300 104.49900 28.00000
8003999 31.57000 104.94400 25.00000
8004007 30.94600 103.74700 7.00000
8004015 32.20900 101.48400 0.00000
8004059 29.60000 102.18000 8.00000
8004068 29.62100 102.14700 0.00000
8004205 32.32800 104.83700 26.00000
8004215 30.84000 103.77000 16.00000
8004226 30.82500 102.80100 0.00000
8004293 29.96800 103.04100 33.00000
8004510 31.94000 104.91400 21.00000
8004515 29.32500 104.00100 24.00000
8004517 29.32600 103.97300 23.00000
8004562 31.42500 103.87800 26.00000
8004576 32.30500 103.74700 0.00000
8004600 29.28500 104.18600 36.00000
8004629 31.76600 104.56600 29.00000
8004818 32.27300 104.23400 0.00000
8005100 31.96000 103.14000 10.00000
8005182 31.27000 105.08700 43.00000
8005229 29.68600 103.50900 17.00000
8005279 32.00200 103.01700 7.00000
8005317 32.15000 104.81000 11.00000
8005348 29.68100 103.52700 15.00000
8005365 29.42800 103.42300 23.00000
8005385 31.39000 104.29900 22.00000
8005488 32.22100 104.38200 25.00000
8005509 30.93700 102.78100 0.00000
8005572 30.48900 102.74500 21.00000
8005604 32.23700 104.33200 0.00000
8005621 32.47800 105.12100 30.00000
8005679 31.65000 104.53000 12.00000
8005810 31.86400 104.31200 25.00000
8005894 29.62000 102.12000 9.00000
8005979 31.93100 103.00300 0.00000
8006018 31.92900 104.90600 20.00000
8006138 32.41500 104.75600 23.00000
8006189 31.21000 103.77000 10.00000
8006257 31.38800 104.30200 16.00000
8006258 31.37100 104.29100 15.00000
8006349 29.70100 103.34700 25.00000
8006527 30.69400 103.33500 22.00000
8006600 32.08600 104.60500 22.00000
8006652 30.71200 104.84800 34.00000
8006659 29.14400 102.44300 23.00000
8006695 29.21000 102.83800 8.00000
8006697 31.57200 104.33800 34.00000
8006700 29.86900 101.34600 0.00000
8006713 32.41100 104.16800 0.00000
8006728 32.29700 105.24300 0.00000
8006923 31.00900 103.18000 25.00000
8006955 31.86200 105.11600 25.00000
8007002 30.09000 102.46600 12.00000
8007008 29.95500 101.56200 0.00000
8007029 30.79800 103.55000 12.00000
8007048 29.64000 103.06200 26.00000
8007075 29.63200 103.07000 25.00000
8007100 30.29200 102.22800 14.00000
8007148 31.21000 105.10100 31.00000
8007154 31.21200 105.10000 41.00000
8007157 31.21400 105.13100 34.00000
8007331 31.16200 102.94400 6.00000
8007359 31.29000 103.58000 9.00000
8007368 32.21400 104.30200 13.00000
8007401 31.39700 104.13000 9.00000
8007434 29.66500 103.50400 17.00000
8007610 30.33900 103.42500 29.00000
8007642 32.07100 101.10800 0.00000
8007650 31.65000 104.60000 12.00000
8007711 32.20700 104.31400 20.00000
8007801 32.26200 104.86200 23.00000
8007822 31.80400 105.12000 20.00000
8007840 30.18100 102.13400 0.00000
8007885 31.17200 103.70100 25.00000
8007888 31.62500 103.09000 15.00000
8007946 31.75200 101.27400 0.00000
8007985 30.49300 102.38000 12.00000
8007986 32.01900 103.88500 1.00000
8008069 30.95200 104.76700 20.00000
8008119 31.75000 103.30500 4.00000
8008187 32.21200 104.31400 14.00000
8008411 31.71900 103.38400 0.00000
8008439 32.43400 105.04200 13.00000
8008522 32.21400 104.31900 18.00000
8008586 31.28900 103.47200 7.00000
8008589 30.54100 103.22700 27.00000
8008645 31.60200 103.98300 26.00000
8008837 31.31800 103.42000 1.00000
8008882 30.70300 102.51500 12.00000
8008902 32.21000 104.44800 17.00000
8008998 29.42500 103.46200 0.00000
8008999 29.81300 103.05300 5.00000
8009038 31.01900 103.22700 14.00000
8009173 32.36000 105.02100 24.00000
8009258 32.38800 105.11400 13.00000
